pid,lat,lon,x,y
p12-00500,30.279264053758332,-85.61557354216907,1384917.8217227694,-1516795.7475101145
p48-00200,35.18408373995746,-101.89547095737112,-172876.80390189262,-1088209.8690540686
p20-01403,37.796202127755585,-97.15480298575642,250430.4085085546,-796238.6630510277
p42-03303,40.04236490587336,-76.24773499088083,1989368.788494579,-261706.65270139684
p34-02302,40.28362693014694,-74.70115337884465,2106154.614620267,-196974.126312558
p17-01700,40.68762444193377,-89.50880105872024,882249.752823005,-423205.34271958173
p19-00400,42.470097177223074,-92.30852371584336,629859.904607593,-251681.00077822714
p41-01102,44.90337448729388,-122.5825197177008,-1749767.154141095,236186.19968660825
p23-00200,43.75059395473507,-70.4163675663517,2310979.038755146,290203.361078785
p06-01401,38.80518505134221,-120.7785685026255,-1779942.7631385948,-464013.1145273467
p01-00200,34.78320220776302,-86.73459036467933,1210208.0882153008,-1039499.2587291453
p18-03700,38.048964032597496,-87.58178186097993,1084436.8348879188,-691557.3343840112
p48-00700,33.98802629159322,-98.70317677805816,120112.64591938668,-1221676.3963358805
p42-02600,40.481253072368375,-78.34862689601006,1806571.4087249592,-262895.17976549966
p12-03509,26.64670384106253,-80.46772542240763,1946759.2468655694,-1814370.2016007807
p06-00900,38.686673687879214,-121.9016099417178,-1876675.5178383023,-452008.01078234205
p36-01003,43.06910572319536,-77.62189582065515,1789683.7458759034,33509.022054228386
p49-00507,40.95504812218018,-111.97710850855148,-1002035.496890164,-376670.7341153148
p39-02000,40.77475381261993,-82.53650061998496,1457888.3740293405,-314316.788897431
p06-00300,40.763766882080475,-122.04053440709389,-1830066.7582679337,-223610.11579489175
p48-03200,31.869224611223558,-102.287141332964,-217375.6311658104,-1453990.1107154195
p13-03000,32.5099595493277,-84.8770433124698,1417470.200105995,-1260329.1952689283
p48-06702,26.396771214811,-98.18107937944305,183565.01482782126,-2057617.4704030827
p48-04902,29.394203498316553,-94.96361796151453,492149.0562254187,-1715669.752428561
p18-00500,41.61665841098257,-86.2898149421376,1133653.074109103,-281212.84779103234
p22-01100,30.26602905647255,-92.31064577890744,743425.2345723554,-1600789.4371903925
p21-01901,38.04225980069063,-84.4586978205973,1353775.0804912236,-646541.3126296797
p26-02000,42.71331968225603,-84.6069509026614,1248637.5632037637,-136122.7848973243
p12-02104,28.272144598239898,-80.7443031580013,1887176.427350305,-1643798.223925309
p39-01101,41.14875897555829,-81.3483327176464,1545995.3097492172,-251664.28397054473
p12-00101,30.71988980879588,-87.15929542518678,1231488.0514793438,-1491929.2824116745
p48-05605,29.56792988456252,-98.30485372524754,165429.73133252704,-1709171.670008171
p20-00800,39.04152747837138,-95.75634751778696,366797.4455722751,-652893.7696662828
p13-01900,33.7691688448309,-84.4395602621371,1435383.3250000158,-1114972.1911185107
p31-00702,41.240214675724296,-96.12305034495273,324190.2260379132,-410362.5118957368
p45-00302,34.78766558836577,-82.32430554665123,1606148.9526546025,-965386.8556497713
p06-03100,37.19259216777353,-120.71801701961856,-1816313.3940711678,-640750.7626985888
p22-02200,29.41980605588028,-90.86227747394992,891277.8307419338,-1680191.142559907
p42-02501,40.17774744294332,-78.90475626641938,1769666.133622136,-307980.7350732204
p29-00200,39.826157159655295,-94.80404602562861,443809.5119550372,-561191.7129884765
p45-01500,33.92157101032124,-78.99706571093472,1922723.2371369218,-990209.9550780737
p39-00302,41.498222715504774,-83.78256957501067,1340372.4159314085,-256351.40781752317
p37-03400,35.94100693545312,-77.7985560331665,1976383.2148613075,-742984.6922641554
p12-02002,28.434310519774694,-81.36307977222039,1824489.4306720432,-1639393.7583003375
p21-01701,38.33023650129615,-85.8412781391092,1229770.4638845944,-636384.2216645344
p13-00500,34.000017970509816,-83.31283147751228,1533241.5309435283,-1069938.2167656545
p42-01600,41.30217212561912,-80.2577160548122,1630342.5954414685,-213756.57588702888
p05-01300,35.40436392577786,-94.25769276522705,521779.45415023057,-1048011.7140669576
p55-01500,44.210587730909886,-88.468574595886,915256.4125492529,-22655.991175062
p48-03703,31.21204487583269,-97.63668010130287,226353.889311012,-1526351.3917661007
p09-02000,41.37378489262474,-72.77062696831507,2221541.827937982,-28756.932520896564
p13-03500,32.0092564096468,-81.13839190681257,1772288.598372944,-1245152.7465562958
p18-00900,40.93077014292173,-85.22159267662522,1234028.5767767718,-341234.50558205886
p45-02101,33.042396897243215,-79.95335924143544,1857627.340932567,-1107261.4412766052
p01-02600,31.290390733047396,-85.45443923513119,1383996.292931267,-1403436.362483472
p06-02802,37.05623246669082,-122.00181541239093,-1929384.7140952349,-626642.4803619375
p55-00900,43.906524295429406,-91.11523867818026,710052.3403838711,-82766.53527503501
p39-02201,40.71867535406743,-81.25368071751365,1564102.8523367995,-296812.025394974
p19-00800,42.078892728008455,-91.59892139605873,692070.9676491268,-289293.92728276993
p06-03501,36.22014189027116,-118.80051320331192,-1674167.9989940599,-786887.2587024112
p06-03200,36.880078609259286,-119.6800868882993,-1734990.2695779034,-696929.3938217931
p12-01501,29.21022022346718,-82.05681895671856,1742921.2091939892,-1569163.001262962
p18-00700,41.597398653325314,-85.85872027760848,1169221.9732403914,-277273.4598094995
p53-00800,46.36353378730245,-119.25431647257803,-1459897.5407823534,327764.2197162077
p08-00103,38.91633953936438,-108.70646140930974,-752614.9416400813,-636719.3843471713
p26-02800,42.24775813650398,-85.49281758115247,1186693.5018238055,-200488.4196839401
p01-00100,34.80823180651431,-87.72421537777433,1120372.8360368416,-1050389.6691692655
p17-01300,39.77246620265408,-89.65068716151139,882558.6974686069,-525848.905069324
p12-03701,26.11731703516155,-81.3410227431888,1871427.2564791145,-1890924.201216497
p29-01001,39.11581089691277,-94.34050788167339,488438.8185719789,-637371.4465472447
p12-03000,26.907443059583937,-81.89646011053097,1802080.9871688785,-1816673.1118355247
p24-00503,39.38953401945148,-76.68040890398417,1973685.3767233887,-342706.5709408244
p22-00900,30.229204762549955,-93.35792451235247,642701.7309670004,-1613230.9355385029
p40-01302,35.40686538311552,-97.40793109225538,235700.21738482997,-1061849.4478087677
p35-00900,32.35267651036338,-106.83279356740402,-644924.7896057348,-1377749.271174095
p49-00603,40.11955585843339,-111.67060256388176,-989181.5783602594,-472557.95017977484
p48-01300,32.53245807545317,-94.47466590198802,520621.8675511253,-1366799.462032378
p51-03500,36.81111633293988,-79.39761338367681,1816034.1513740509,-684785.376869271
p29-02500,37.17704900237823,-93.14410402139572,607993.4544238637,-844325.1854337861
p12-04010,25.74771249617062,-80.34606811875074,1976579.1712984424,-1909234.1323431642
p25-04500,41.69077496340102,-70.92523744194585,2352374.7235259027,57136.99446312376
p01-02400,30.75886605824394,-87.93388023193012,1157294.6490462765,-1498391.8102223119
p47-03101,35.06435168825675,-89.93285475286926,917039.9856579482,-1048780.0064571884
p24-00200,39.6036748694422,-77.81417133810105,1874674.0081800874,-346076.2361171108
p48-00501,33.6102039948972,-101.82054814049046,-169413.41538529666,-1262594.1853100082
p13-02700,32.72151186606897,-83.60393430588427,1531112.0927992633,-1215132.5416502503
p38-00400,46.9329602485545,-97.24809524374471,208930.12714798405,218503.55810757278
p42-03903,39.97387724355711,-75.20344110910014,2075750.6805258584,-243159.98758205018
p42-03402,40.416375913138175,-75.92603941941712,2003845.3818440295,-213487.01956802612
p29-01602,38.63716796369551,-90.44678942648886,828783.239628111,-659543.0301956608
p53-00601,47.620635061537115,-117.40400886634247,-1291858.7487469227,432794.29978748737
p36-02602,42.16446553301861,-76.02515232580409,1941520.5897807619,-27396.6177275051
p48-04400,30.105272179072365,-94.2145873656952,560755.1389536695,-1632831.8063411317
p34-01203,40.057596174397645,-74.26475336299055,2148430.3893317506,-209906.2040567075
p53-01202,46.91935477723023,-122.82970924189708,-1704822.492956166,458855.7319787988
p36-01402,42.90937401252301,-78.73433199693993,1707851.2800619132,-7812.798500359709
p06-00800,39.15529977826012,-121.51797541382955,-1832065.039237095,-409770.1289320832
p04-00700,32.76940736096381,-113.90556303161263,-1300539.1855841696,-1251273.5775175209
p26-03400,42.41032141075772,-83.87126384352838,1313837.4410167448,-157795.74024667765
p26-02900,42.248465685562984,-84.42332980744041,1272888.671835762,-184301.64514031287
p18-01700,40.40278388662974,-86.08642070233802,1172182.2182817739,-411947.0805657399
p06-08115,33.035834839297834,-116.73301272647132,-1556061.6409328948,-1174622.4511133113
p25-04300,41.80371856280673,-71.47737498040112,2305836.6016527833,53237.653141733135
p25-04800,41.68848628497785,-70.30437752810592,2399913.372747814,75148.94979519212
p25-03800,42.34863419287296,-71.16418722323779,2309284.1715498236,120114.68492542731
p48-03801,31.552381510545906,-97.20179241064655,266925.9126325036,-1487538.3611045284
p55-01800,42.57675054780814,-88.04183819152848,975027.149735264,-197988.08880909492
p30-00400,45.93724579562971,-108.27436632577698,-638474.0468598899,137005.6353102558
p42-01801,40.38945289040418,-79.86859950161757,1685409.0457871186,-305257.1597938691
p09-00500,41.730502663947654,-72.74985012658965,2210525.2081159484,9923.753730279952
p39-00901,41.05341251973131,-80.77008895357515,1595222.8353121618,-250969.20614054415
p19-01900,41.62074183777474,-90.61266377305459,778550.1649370892,-331169.39311899006
p06-02202,38.01942868916679,-122.14778373229626,-1915554.9078179325,-518748.711600422
p39-00602,41.462176911534286,-81.43933414588987,1531047.0934512396,-219163.2034975743
p53-01702,47.61097493378714,-122.67669397417278,-1671796.0528395972,530052.8261534047
p01-00600,34.49082845783469,-87.10276913836037,1181391.166076138,-1076858.9549326636
p33-00800,42.98438917902415,-71.44444243015415,2264091.0805488154,179690.73099319835
p34-00200,39.378697691778214,-74.71656655255934,2133993.0499189505,-294726.0222877024
p45-01700,33.916173434783026,-80.3823242370694,1798935.4281436703,-1021337.8680221508
p25-04000,41.9658591396907,-70.95172442215359,2339935.4626884987,85582.91227860747
p09-02300,41.13091907797995,-73.49785795460274,2173204.1029457785,-74422.94937874799
p22-00400,32.47847347739806,-92.15454790263118,739077.8308866116,-1355691.5666005327
p06-02002,37.93431098155128,-121.27157180489816,-1844120.3736343647,-547888.0178080818
p36-03301,41.402123704050034,-74.30552914509326,2100729.8849331373,-66583.23945804904
p01-01400,33.289549863564794,-87.5250298840887,1160523.425250627,-1214793.3131503873
p22-00700,31.19858811983968,-92.5332453940788,714278.4293878705,-1499977.4040513616
p48-01400,32.37500028592564,-95.26924281835508,446702.1728896273,-1388671.2903835902
p47-01800,34.95996715218565,-85.24973365576083,1340980.1536917202,-997642.587279282
p12-02902,27.345339691174118,-82.30907451812112,1753689.3877821036,-1777415.6683217322
p46-00700,43.543071978353126,-96.73544309924995,263058.0522760623,-156731.65668026824
p36-00802,43.09983412036434,-76.15189144911042,1902158.9934752919,70384.69954509314
p08-00300,40.55422746740426,-104.3932081066737,-371221.97084341606,-484350.15558223624
p25-02300,42.273974394796674,-71.81395871649255,2262678.7106406526,93766.07216466239
p53-01300,47.022892821318955,-122.10183854760808,-1649054.2131334608,454677.15460301953
p05-00100,36.15258843520991,-94.23517070563238,518638.23285234993,-965059.1758166848
p53-00902,46.45687297165392,-120.73874100289672,-1566709.9973008733,365999.2103251145
p42-01300,40.9190359383506,-77.81962779718013,1836881.0425209012,-203647.12667415608
p27-02300,44.00362610427123,-92.40177194544276,606642.4672655313,-82429.28850674046
p55-02101,43.176440713776046,-88.17265074374774,955008.1920081201,-133371.64135159322
p12-00300,30.706641174671976,-86.59642187700882,1285145.2763475752,-1485158.0081223692
p41-00900,42.432145469769715,-122.72843622949017,-1835955.751541547,-27524.49687761169
p04-00103,33.348841600694264,-112.49123708874338,-1161168.488679976,-1208051.8972428036
p51-01800,37.36367161045153,-79.29502795180419,1810853.8288594498,-622421.3939557142
p01-01300,33.433100225952764,-86.79792976550206,1225328.389527799,-1188818.526400587
p36-00300,43.44355570928988,-73.6488118284217,2081348.3616171353,169112.05550992687
p06-04405,34.551705771507784,-116.12970606004929,-1472366.5860278646,-1019429.5352737202
p17-01500,39.859926914474684,-88.96171007414637,939661.9643781196,-508598.3333984989
p39-03001,39.85023979932838,-84.05641869967556,1352003.4875377864,-441573.80443879217
p18-02900,39.16095597723399,-86.52314324540764,1157142.4673666887,-554785.1710235305
p12-01902,29.06056685954023,-81.19242500250668,1828327.639465033,-1567611.851013735
p36-00402,43.337419353734276,-75.18133127933415,1968749.7278750457,119214.79209234551
p01-02000,32.43281744454394,-86.31668773827,1285225.725126546,-1291585.757362672
p22-01402,30.426918606350664,-90.93312445396207,874456.7122627962,-1570197.855875317
p53-01804,47.76613773268025,-121.74708424553748,-1600707.3847976248,527608.3651056545
p17-02000,40.490835914803014,-88.847333739982,940298.6396975908,-437630.14065791195
p40-01000,36.16578090579656,-95.6850715784022,388291.88795381377,-971403.1574079889
p36-03000,42.2281901257257,-79.3663909565087,1677059.5593376975,-94936.69215051923
p26-02400,41.9546337255263,-86.41226868279196,1117620.855288829,-245693.8637756645
p19-01400,41.68547949227852,-93.57343952169327,533215.9906598993,-347645.13512537023
p47-00802,36.42701609097314,-82.60889963736805,1546624.8841076682,-791410.0850953556
p37-04600,35.59353686367495,-77.37470754188037,2022408.07541768,-770528.6133345854
p06-06701,34.67307508104998,-120.01654764322166,-1816930.2166745758,-930307.5081589047
p27-01602,45.11172447618938,-93.4039812724344,516895.27483933646,33495.32426992921
p08-00813,39.682141808864245,-104.60977765020587,-394657.0121577678,-580134.9787755387
p29-00600,38.99069240697381,-92.3095941061586,664393.2887178425,-637151.016437308
p55-01900,42.747466894076275,-88.06126039703555,970751.0982340329,-179385.3869610246
p29-02700,37.05653327752646,-94.3399491029433,503000.62336835713,-865593.8960006593
p06-03702,35.38708805092901,-120.40439659610561,-1834028.7330055712,-844118.5984559772
p10-00103,39.57643844471947,-75.65322494379426,2051779.5320823153,-297330.0365044516
p37-04000,34.10651135159707,-78.17551288408767,1991206.2736385704,-951037.9693104234
p06-06300,34.45650339720456,-119.08356976965638,-1738933.403196542,-973615.3169074273
p01-01000,34.045244780448655,-86.03480831593028,1285461.6542248256,-1110281.5111529098
p34-02400,39.37293614542623,-75.11064737395688,2102187.831969025,-305524.62637014204
p01-01200,33.77141984750011,-85.8260509238829,1308981.7979350542,-1137157.7499009548
p01-01700,32.60117774861473,-85.35562712700555,1371639.1135202812,-1258154.2202020795
p39-01700,40.66706387690097,-84.1632574459123,1326486.171139142,-353699.1846916666
p39-03103,40.021998633270314,-82.75612178269135,1456569.9188323556,-400589.99925641326
p55-02500,43.72121069150865,-87.94534462710142,964383.602908118,-70592.43508735693
p48-04608,29.8023471870262,-95.3494758314537,452434.725800953,-1672827.5870860382
p22-01803,30.094994516123645,-90.26732014840134,941888.4598379807,-1599700.1254809469
p12-02501,28.158189247529464,-82.39953044946901,1729905.3979904517,-1690687.2841830084
p55-01600,44.89829097170407,-89.75898699132934,803962.2216723823,39609.06673351462
p37-04200,34.7373331875938,-77.43404165499882,2040199.337777119,-864805.359717004
p09-01900,41.558208359651495,-73.0362213091147,2194413.964329622,-16273.314718556177
p09-02200,41.25488318358258,-73.2152001519887,2191049.604417337,-53557.797999656796
p17-02100,40.14007596074026,-88.19913080784242,999819.646443608,-468724.55787092063
p19-00700,41.67152227712888,-91.58813250299896,697460.9343078779,-334316.69573639316
p04-00202,32.097383936447414,-111.78993846116222,-1113367.1194872619,-1354991.7499613431
p22-00102,32.649493397650836,-93.64362435424064,597913.0889262889,-1348450.3219732933
p17-02800,42.3316504505155,-89.0421461665374,897659.9611385888,-236506.76944627365
p05-01100,34.81947443038965,-92.29187853184402,705233.4278376544,-1098436.3250579203
p18-01800,40.349869026657935,-86.70731325926059,1121354.6111890867,-426414.2568210025
p37-02200,35.99997572518885,-80.03911720062553,1780448.502605613,-786937.3206215187
p48-03502,31.76862398849626,-106.23482587758497,-592729.1070098007,-1446491.856161412
p42-01000,41.34328955880741,-77.06448451468937,1884808.9613404488,-140504.3371649186
p10-00200,39.085888675468816,-75.56832548210211,2073799.440119928,-348107.0753577534
p26-01500,43.08042396758922,-85.8408292118824,1142938.9358840554,-113907.74039975261
p34-00602,40.87562357145195,-74.08589829394474,2135578.1055393023,-117370.60854158126
p16-00600,43.51432280660823,-116.41117881957004,-1312339.2837264924,-32250.77185240759
p06-02601,37.55916072892452,-120.99774438076732,-1830742.8971845438,-594737.7148143775
p48-06800,26.12855890101599,-97.53163807715423,249760.9853261038,-2085446.6143930787
p55-02400,42.67123925936533,-89.07156487661575,890349.2380251132,-199317.10258659744
p06-03903,35.34290709875745,-118.72981158630522,-1687712.5578169185,-884079.6688382853
p06-02710,37.23159509158898,-121.69479813889237,-1898565.3728459221,-614677.8885640845
p32-00200,40.66390637376043,-119.66371354011154,-1640254.7545898466,-284853.5732185205
p12-03800,26.57885871630579,-81.82069192196889,1815621.06669797,-1850847.0846965306
p31-00801,40.7840843544219,-96.68775772438035,278967.3233387184,-463084.102203548
p19-01100,42.389726147107254,-96.0448581626977,324746.9150554739,-282385.42587170406
p37-04300,35.36381805423637,-78.0040763669781,1973799.0422017402,-810481.785609213
p48-04000,30.661070789885834,-96.30230019447903,356338.2593087741,-1582636.0062763053
p45-01200,33.962599633405524,-81.08583065988392,1734748.6037440728,-1030989.3100149025
p37-03700,35.048535023624645,-78.8273231828771,1909830.9642173094,-863805.8420802198
p12-01002,29.674819359105744,-82.3576228739485,1705355.505274259,-1524506.5920429996
p17-03004,41.75920699919545,-87.99248032239043,991963.4681806273,-287587.28556789365
p09-02100,41.404209053862125,-73.41712815026897,2170122.533844624,-42997.51012867303
p48-05201,30.394347177065928,-97.76880436267338,215720.83642744448,-1616899.879397782
p42-03600,40.767269558527026,-75.53642983961049,2024055.5872205244,-166046.14380366428
p51-01300,37.44047061839014,-77.50970235904114,1960354.8095461486,-573518.3150312678
p47-01400,35.959724718985186,-83.9721600558458,1436340.2424703522,-866866.5288013158
p26-02506,42.62880836032145,-83.179048551538,1364386.148529022,-122481.12707732723
p37-00800,35.81313262700439,-81.4546458809539,1660996.5302727828,-836413.8469332013
p41-00701,43.93863974580934,-122.84742383365365,-1799425.1352026288,137893.15058520445
p51-01700,37.45416229726559,-79.89867589769045,1757112.977664286,-625531.3491181763
